tech_id,tech_name,text,section
T1080,Taint Shared Content,Gamaredon Group  has injected malicious macros into all Word and Excel documents on mapped network drives.   [6],Procedure Examples
T1080,Taint Shared Content,H1N1  has functionality to copy itself to network shares.   [7],Procedure Examples
T1080,Taint Shared Content,"InvisiMole  can replace legitimate software or documents in the compromised network with their trojanized versions, in an attempt to propagate itself within the network.   [8]",Procedure Examples
T1080,Taint Shared Content,Miner-C  copies itself into the public folder of Network Attached Storage (NAS) devices and infects new victims who open the file.   [9],Procedure Examples
T1080,Taint Shared Content,Ramsay  can spread itself by infecting other portable executable files on networks shared drives.   [10],Procedure Examples
T1080,Taint Shared Content,Stuxnet  infects remote servers via network shares and by infecting WinCC database views with malicious code.   [11],Procedure Examples
T1080,Taint Shared Content,Ursnif  has copied itself to and infected files in network drives for propagation.   [12]      [13],Procedure Examples
T1213.001,Data from Information Repositories: Confluence,"Adversaries may leverage Confluence repositories to mine valuable information. Often found in development environments alongside Atlassian JIRA, Confluence is generally used to store development-related documentation, however, in general may contain more diverse categories of useful information, such as:",Description
T1213.001,Data from Information Repositories: Confluence,LAPSUS$  has searched a victim's network for collaboration platforms like Confluence and JIRA to discover further high-privilege account credentials.   [1],Procedure Examples
T1001,Data Obfuscation,"Adversaries may obfuscate command and control traffic to make it more difficult to detect. Command and control (C2) communications are hidden (but not necessarily encrypted) in an attempt to make the content more difficult to discover or decipher and to make the communication less conspicuous and hide commands from being seen. This encompasses many methods, such as adding junk data to protocol traffic, using steganography, or impersonating legitimate protocols.",Description
T1001,Data Obfuscation,FlawedAmmyy  may obfuscate portions of the initial C2 handshake.   [1],Procedure Examples
T1001,Data Obfuscation,FunnyDream  can send compressed and obfuscated packets to C2.   [2],Procedure Examples
T1001,Data Obfuscation,"During  Operation Wocao , threat actors encrypted IP addresses used for ""Agent"" proxy hops with RC4.   [3]",Procedure Examples
T1001,Data Obfuscation,RDAT  has used encoded data within subdomains as AES ciphertext to communicate from the host to the C2.   [4],Procedure Examples
T1001,Data Obfuscation,SideTwist  can embed C2 responses in the source code of a fake Flickr webpage.   [5],Procedure Examples
T1001,Data Obfuscation,SLOTHFULMEDIA  has hashed a string containing system information prior to exfiltration via POST requests.   [6],Procedure Examples
T1001,Data Obfuscation,TrailBlazer  can masquerade its C2 traffic as legitimate Google Notifications HTTP requests.   [7],Procedure Examples
T1547.005,Boot or Logon Autostart Execution: Security Support Provider,"Adversaries may abuse security support providers (SSPs) to execute DLLs when the system boots. Windows SSP DLLs are loaded into the Local Security Authority (LSA) process at system start. Once loaded into the LSA, SSP DLLs have access to encrypted and plaintext passwords that are stored in Windows, such as any logged-on user's Domain password or smart card PINs.   The SSP configuration is stored in two Registry keys:  HKLM\SYSTEM\CurrentControlSet\Control\Lsa\Security Packages  and  HKLM\SYSTEM\CurrentControlSet\Control\Lsa\OSConfig\Security Packages . An adversary may modify these Registry keys to add new SSPs, which will be loaded the next time the system boots, or when the AddSecurityPackage Windows API function is called.   [1]",Description
T1547.005,Boot or Logon Autostart Execution: Security Support Provider,Empire  can enumerate Security Support Providers (SSPs) as well as utilize  PowerSploit 's  Install-SSP  and  Invoke-Mimikatz  to install malicious SSPs and log authentication events.   [2],Procedure Examples
T1547.005,Boot or Logon Autostart Execution: Security Support Provider,The  Mimikatz  credential dumper contains an implementation of an SSP.   [3],Procedure Examples
T1547.005,Boot or Logon Autostart Execution: Security Support Provider,PowerSploit 's  Install-SSP  Persistence module can be used to establish by installing a SSP DLL.   [4]      [5],Procedure Examples
T1195.001,Supply Chain Compromise: Compromise Software Dependencies and Development Tools,Adversaries may manipulate software dependencies and development tools prior to receipt by a final consumer for the purpose of data or system compromise. Applications often depend on external software to function properly. Popular open source projects that are used as dependencies in many applications may be targeted as a means to add malicious code to users of the dependency.   [1]        Targeting may be specific to a desired victim set or may be distributed to a broad set of consumers but only move on to additional tactics on specific victims.,Description
